OrderID,OrderDate,CustomerID,CustomerSegment,Region,ProductCategory,Product,Quantity,UnitPrice,DiscountPct,Sales,Profit,ShippingCost,PaymentMode
ORD1016,2025-10-25,CUST387,Consumer,West,Electronics,Smartwatch,6,53547.64,0.0,321285.84,101705.72,361.25,Cash on Delivery
ORD1017,2024-05-10,CUST365,Home Office,West,Groceries,Snack Pack,6,1069.52,0.0,6417.12,1600.77,165.83,Credit Card
ORD1018,2025-10-23,CUST261,Consumer,West,Clothing,Cap,5,1079.29,0.2,4317.16,329.31,264.55,Credit Card
ORD1019,2024-11-04,CUST186,Consumer,Central,Furniture,Sofa,3,23393.99,0.05,66672.87,27697.3,378.64,Credit Card
ORD1020,2024-12-09,CUST154,Corporate,East,Groceries,Rice 5kg,4,246.77,0.1,888.37,185.23,242.03,Credit Card
ORD1021,2025-05-06,CUST387,Corporate,East,Groceries,Beverage Crate,3,475.12,0.0,1425.36,603.57,308.66,Debit Card
ORD1022,2025-02-17,CUST277,Consumer,North,Groceries,Spices Combo,4,828.27,0.0,3313.08,1464.66,399.07,UPI
ORD1023,2025-01-20,CUST107,Corporate,South,Furniture,Sofa,3,14794.94,0.15,37727.1,2780.31,123.31,UPI
ORD1024,2024-07-10,CUST346,Corporate,West,Furniture,Desk,2,1859.8,0.15,3161.66,827.26,51.65,Debit Card
ORD1025,2024-10-03,CUST354,Consumer,West,Stationery,Pen Set,7,947.66,0.05,6301.94,1975.52,275.28,UPI
ORD1026,2024-06-09,CUST153,Home Office,North,Stationery,Pen Set,1,465.85,0.25,349.39,84.22,49.82,Net Banking
ORD1027,2025-04-04,CUST348,Consumer,North,Electronics,Tablet,1,25572.28,0.2,20457.82,5016.0,387.95,UPI
ORD1028,2024-11-09,CUST338,Consumer,West,Furniture,Bookshelf,7,20520.18,0.25,107730.94,-4263.49,365.22,UPI
ORD1029,2024-01-22,CUST328,Consumer,North,Furniture,Bookshelf,2,10413.16,0.05,19785.0,5246.99,443.22,UPI
ORD1030,2024-09-09,CUST166,Consumer,North,Furniture,Office Chair,4,2609.78,0.0,10439.12,1939.58,326.99,Credit Card
ORD1031,2025-07-14,CUST150,Home Office,North,Stationery,Marker Set,7,252.91,0.1,1593.33,408.65,52.25,Credit Card
ORD1032,2025-04-19,CUST196,Consumer,North,Groceries,Spices Combo,5,1438.26,0.1,6472.17,1937.26,141.51,Credit Card
ORD1033,2024-02-28,CUST191,Consumer,North,Clothing,Jeans,4,525.3,0.0,2101.2,726.43,407.81,Credit Card
ORD1034,2025-05-25,CUST363,Consumer,South,Stationery,Pen Set,1,458.17,0.15,389.44,39.48,100.22,UPI
ORD1035,2025-11-12,CUST390,Corporate,South,Furniture,Bookshelf,5,13324.71,0.0,66623.55,18887.66,355.27,UPI
ORD1036,2025-04-20,CUST195,Corporate,Central,Stationery,Printer Paper,3,617.27,0.05,1759.22,238.41,394.52,UPI
ORD1037,2025-11-30,CUST187,Consumer,East,Electronics,Smartwatch,5,2229.68,0.0,11148.4,3002.81,178.45,Credit Card
ORD1038,2024-07-08,CUST177,Consumer,West,Furniture,Desk,4,13277.32,0.1,47798.35,10733.09,174.7,Net Banking
ORD1039,2025-11-17,CUST387,Home Office,North,Electronics,Tablet,2,24258.8,0.0,48517.6,10396.07,287.75,Credit Card
ORD1040,2025-07-16,CUST219,Consumer,South,Furniture,Office Chair,3,24343.86,0.15,62076.84,1149.5,433.42,UPI
ORD1041,2025-07-20,CUST264,Consumer,West,Stationery,Backpack,4,233.03,0.1,838.91,226.74,127.47,Net Banking
ORD1042,2024-08-31,CUST281,Consumer,North,Groceries,Rice 5kg,3,595.82,0.15,1519.34,402.24,471.8,Credit Card
ORD1043,2025-05-19,CUST322,Corporate,East,Clothing,Cap,5,1642.34,0.25,6158.78,124.29,307.58,Net Banking
ORD1044,2024-05-10,CUST106,Consumer,East,Electronics,Tablet,1,24660.23,0.1,22194.21,4940.39,496.22,Net Banking
ORD1045,2025-04-29,CUST362,Consumer,East,Stationery,Notebook Pack,4,815.71,0.25,2447.13,-315.7,63.01,Credit Card
ORD1046,2025-10-08,CUST260,Consumer,North,Groceries,Rice 5kg,2,401.72,0.0,803.44,250.1,80.75,Credit Card
ORD1047,2024-01-21,CUST250,Home Office,South,Stationery,Notebook Pack,7,304.23,0.0,2129.61,910.84,416.79,Debit Card
ORD1048,2024-06-15,CUST184,Consumer,East,Electronics,Tablet,5,44294.24,0.0,221471.2,34724.31,435.08,Credit Card
ORD1049,2024-09-30,CUST246,Corporate,North,Clothing,Jeans,4,1900.93,0.0,7603.72,1497.35,233.82,Cash on Delivery
ORD1050,2025-01-22,CUST211,Consumer,West,Stationery,Notebook Pack,2,527.43,0.15,896.63,260.05,362.75,UPI
ORD1051,2025-08-23,CUST135,Consumer,West,Furniture,Sofa,4,5476.27,0.0,21905.08,3912.65,436.43,Credit Card
ORD1052,2024-11-11,CUST384,Corporate,Central,Groceries,Spices Combo,5,362.54,0.05,1722.06,539.82,40.7,Credit Card
ORD1053,2024-01-14,CUST287,Consumer,North,Stationery,Printer Paper,4,62.13,0.1,223.67,58.87,295.5,UPI
ORD1054,2024-08-29,CUST181,Home Office,West,Groceries,Snack Pack,3,228.0,0.1,615.6,53.41,429.67,UPI
ORD1055,2024-12-11,CUST101,Home Office,East,Furniture,Sofa,5,14585.71,0.05,69282.12,17573.25,211.11,Net Banking
ORD1056,2025-07-18,CUST296,Home Office,South,Clothing,Jeans,4,3153.99,0.15,10723.57,3263.39,165.14,Cash on Delivery
ORD1057,2024-12-05,CUST110,Consumer,North,Clothing,T-Shirt,7,1218.93,0.0,8532.51,2894.94,401.94,Cash on Delivery
ORD1058,2024-04-01,CUST333,Corporate,West,Furniture,Table Lamp,1,9202.06,0.0,9202.06,2147.49,181.18,Credit Card
ORD1059,2025-01-01,CUST294,Consumer,South,Groceries,Rice 5kg,4,261.85,0.1,942.66,311.86,21.52,Cash on Delivery
ORD1060,2025-03-30,CUST218,Home Office,South,Stationery,Marker Set,3,496.93,,1341.71,257.8,480.59,Cash on Delivery
ORD1061,2025-03-03,CUST119,Corporate,North,Furniture,Desk,2,2374.71,0.05,4511.95,909.12,304.22,Debit Card
ORD1062,2025-05-23,CUST360,Corporate,West,Electronics,Headphones,7,55220.84,0.2,309236.7,56761.91,413.37,UPI
ORD1063,2024-02-04,CUST392,Consumer,West,Groceries,Beverage Crate,2,1042.36,0.05,1980.48,399.92,416.14,Net Banking
ORD1064,2024-07-24,CUST355,Consumer,West,Clothing,Jeans,7,3470.4,0.05,23078.16,3273.16,51.88,UPI
ORD1065,2024-03-21,CUST321,Consumer,South,Furniture,Sofa,2,22246.34,0.0,44492.68,13719.98,102.01,UPI
ORD1066,2025-07-15,CUST325,Corporate,North,Clothing,Jeans,1,1813.57,0.1,1632.21,426.42,169.34,Debit Card
ORD1067,2025-01-22,CUST152,Consumer,East,Groceries,Rice 5kg,3,827.56,0.1,2234.41,681.87,173.94,Credit Card
ORD1068,2024-01-02,CUST379,Consumer,East,Clothing,T-Shirt,5,909.84,0.0,4549.2,1222.54,336.22,Credit Card
ORD1069,2025-01-24,CUST180,Corporate,North,Furniture,Bookshelf,2,12357.92,0.0,24715.84,4598.24,319.1,Cash on Delivery
ORD1070,2025-07-19,CUST301,Corporate,West,Groceries,Snack Pack,7,1364.24,0.15,8117.23,1934.78,257.4,Credit Card
ORD1071,2024-04-15,CUST257,Consumer,Central,Electronics,Tablet,3,4949.5,0.05,14106.08,4174.35,121.41,Cash on Delivery
ORD1072,2025-04-21,CUST219,Corporate,West,Furniture,Sofa,4,21793.58,0.0,87174.32,28594.25,203.35,Net Banking
ORD1073,2025-12-03,CUST158,Consumer,West,Stationery,Backpack,1,442.09,0.1,397.88,80.35,280.93,Credit Card
ORD1074,2025-02-05,CUST314,Consumer,Central,Furniture,Sofa,3,22638.55,0.0,67915.65,25908.28,244.63,UPI
ORD1075,2025-12-30,CUST227,Consumer,North,Groceries,Rice 5kg,3,1417.23,0.2,3401.35,14.18,81.1,Net Banking
ORD1076,2025-07-09,CUST323,Consumer,East,Furniture,Sofa,5,17265.32,0.0,86326.6,31191.47,331.77,UPI
ORD1077,2024-06-10,CUST308,Consumer,Central,Electronics,Tablet,3,40536.58,0.1,109448.77,16829.72,55.06,Debit Card
ORD1078,2024-07-20,CUST214,Corporate,North,Electronics,Tablet,5,28259.75,0.05,134233.81,34764.47,201.53,Cash on Delivery
ORD1079,2024-09-26,CUST308,Consumer,West,Stationery,Pen Set,1,1010.87,0.15,859.24,125.58,360.81,UPI
ORD1080,2024-09-27,CUST113,Consumer,East,Clothing,T-Shirt,1,3377.16,0.0,3377.16,1337.75,29.61,Credit Card
ORD1081,2025-03-31,CUST108,Home Office,East,Groceries,Spices Combo,4,1185.11,0.1,4266.4,613.86,293.59,Debit Card
ORD1082,2025-04-06,CUST139,Consumer,West,Groceries,Snack Pack,5,970.71,0.1,4368.2,1424.1,180.57,UPI
ORD1083,2025-12-27,CUST336,Consumer,Central,Clothing,T-Shirt,5,2241.74,,10648.26,4101.91,24.24,Credit Card
ORD1084,2024-09-08,CUST380,Corporate,West,Electronics,Headphones,2,51269.25,0.05,97411.58,24198.7,111.38,Cash on Delivery
ORD1085,2025-12-02,CUST300,Home Office,North,Electronics,Tablet,2,33389.82,0.1,60101.68,9162.9,471.65,Cash on Delivery
ORD1086,2024-10-22,CUST345,Corporate,Central,Furniture,Desk,4,20390.71,0.2,65250.27,19166.39,270.15,UPI
ORD1087,2025-12-25,CUST377,Corporate,South,Stationery,Pen Set,1,635.22,0.0,635.22,272.62,498.67,UPI
ORD1088,2025-12-20,CUST334,Corporate,South,Stationery,Marker Set,6,121.81,0.0,730.86,152.89,271.91,Net Banking
ORD1089,2024-12-03,CUST103,Consumer,East,Stationery,Printer Paper,2,491.54,0.15,835.62,56.32,281.09,Net Banking
ORD1090,2024-02-22,CUST253,Corporate,East,Furniture,Office Chair,3,11944.36,0.0,35833.08,13487.88,208.08,Cash on Delivery
ORD1091,2024-08-04,CUST128,Consumer,South,Stationery,Printer Paper,1,212.86,0.25,159.65,3.29,168.82,Debit Card
ORD1092,2024-07-06,CUST208,Home Office,Central,Clothing,T-Shirt,6,627.99,0.1,3391.15,817.82,140.74,UPI
ORD1093,2025-01-14,CUST197,Consumer,West,Furniture,Table Lamp,3,14083.43,,38025.26,6768.12,184.84,Net Banking
ORD1094,2025-05-07,CUST314,Corporate,East,Clothing,Cap,7,572.46,0.0,4007.22,765.92,240.73,Debit Card
ORD1095,2024-02-10,CUST392,Consumer,North,Furniture,Sofa,5,8619.21,0.0,43096.05,18360.77,112.16,Credit Card
ORD1096,2024-06-05,CUST174,Corporate,Central,Stationery,Backpack,1,906.29,0.1,815.66,105.68,127.94,Credit Card
ORD1097,2024-01-15,CUST245,Consumer,Central,Clothing,Sneakers,7,3386.18,0.2,18962.61,2419.9,150.34,Cash on Delivery
ORD1098,2024-03-05,CUST227,Home Office,West,Clothing,Cap,4,2597.19,0.25,7791.57,319.58,235.64,Credit Card
ORD1099,2025-06-04,CUST141,Corporate,North,Clothing,Jeans,5,3476.4,0.0,17382.0,4411.91,333.35,Credit Card
ORD1100,2024-12-09,CUST140,Consumer,North,Furniture,Table Lamp,5,17910.94,0.0,89554.7,15512.04,430.95,Credit Card
ORD1101,2024-05-08,CUST133,Corporate,South,Groceries,Snack Pack,3,511.31,0.0,1533.93,664.17,157.82,UPI
ORD1102,2025-10-09,CUST116,Corporate,North,Stationery,Marker Set,7,822.86,0.15,4896.02,1677.07,108.19,Credit Card
ORD1103,2025-04-16,CUST264,Corporate,South,Clothing,Cap,5,2546.9,0.0,12734.5,5049.5,201.85,UPI
ORD1104,2024-03-03,CUST252,Consumer,Central,Groceries,Rice 5kg,2,620.42,0.0,1240.84,191.17,449.3,Debit Card
ORD1105,2024-05-18,CUST175,Consumer,East,Stationery,Notebook Pack,1,70.37,0.0,70.37,16.57,24.73,Net Banking
ORD1106,2025-05-13,CUST186,Consumer,North,Stationery,Notebook Pack,2,858.68,0.0,1717.36,456.14,345.38,Net Banking
ORD1107,2025-08-15,CUST216,Consumer,South,Clothing,Cap,3,369.44,0.25,831.24,206.02,249.04,Credit Card
ORD1108,2025-01-26,CUST126,Home Office,North,Clothing,Jeans,6,2319.8,0.05,13222.86,1896.67,97.3,Net Banking
ORD1109,2025-11-05,CUST386,Consumer,North,Furniture,Desk,3,5344.99,0.0,16034.97,3305.98,174.09,Net Banking
ORD1110,2025-02-22,CUST233,Corporate,South,Groceries,Snack Pack,1,891.84,0.0,891.84,223.46,127.98,Net Banking
ORD1111,2024-10-15,CUST318,Consumer,South,Groceries,Cooking Oil,5,805.48,0.0,4027.4,1402.59,441.36,Credit Card
ORD1112,2025-01-13,CUST267,Consumer,West,Clothing,Jeans,7,343.24,0.0,2402.68,1030.39,251.3,UPI
ORD1113,2025-05-04,CUST197,Corporate,Central,Stationery,Printer Paper,7,467.3,0.0,3271.1,902.79,290.29,Cash on Delivery
ORD1114,2024-08-18,CUST367,Home Office,South,Clothing,Sneakers,4,2223.49,0.1,8004.56,1192.6,304.97,Net Banking
ORD1115,2024-02-10,CUST336,Consumer,South,Stationery,Notebook Pack,3,1025.9,0.0,3077.7,1297.95,327.02,Net Banking
ORD1116,2024-01-28,CUST272,Consumer,Central,Stationery,Notebook Pack,1,1071.94,0.0,1071.94,278.56,257.87,UPI
ORD1117,2024-05-14,CUST289,Consumer,South,Clothing,Jacket,4,1848.32,0.05,7023.62,2322.16,28.58,UPI
ORD1118,2024-07-19,CUST221,Consumer,North,Electronics,Smartphone,5,44248.5,0.15,188056.12,15647.75,180.67,Net Banking
ORD1119,2024-02-02,CUST145,Consumer,Central,Groceries,Beverage Crate,6,543.04,0.1,2932.42,612.93,108.26,Credit Card
ORD1120,2024-02-17,CUST163,Consumer,North,Stationery,Printer Paper,3,443.51,0.1,1197.48,414.18,346.47,Net Banking
ORD1121,2025-05-17,CUST229,Consumer,East,Stationery,Notebook Pack,6,273.63,0.1,1477.6,315.29,47.22,Debit Card
ORD1122,2025-02-10,CUST292,Corporate,East,Electronics,Tablet,1,34592.99,0.1,31133.69,8000.63,290.63,Net Banking
ORD1123,2025-07-27,CUST280,Consumer,South,Furniture,Bookshelf,6,8892.26,0.0,53353.56,21122.31,121.1,Credit Card
ORD1124,2025-12-28,CUST391,Consumer,South,Electronics,Tablet,6,6893.51,0.2,33088.85,-101.53,475.45,Credit Card
ORD1125,2024-04-08,CUST381,Consumer,West,Electronics,Laptop,1,41730.35,0.0,41730.35,18640.59,181.06,Net Banking
ORD1126,2025-11-14,CUST128,Corporate,North,Stationery,Notebook Pack,1,863.92,0.05,820.72,264.67,176.11,Cash on Delivery
ORD1127,2025-12-26,CUST248,Home Office,South,Groceries,Beverage Crate,3,603.99,0.15,1540.17,536.74,463.22,UPI
ORD1128,2025-06-30,CUST366,Consumer,West,Electronics,Tablet,6,6449.96,0.05,36764.77,14365.27,220.33,UPI
ORD1129,2025-09-04,CUST395,Corporate,East,Furniture,Sofa,4,11518.0,0.2,36857.6,7411.65,482.17,Credit Card
ORD1130,2025-04-06,CUST110,Consumer,North,Clothing,T-Shirt,1,1715.47,0.05,1629.7,658.26,31.6,Net Banking
ORD1131,2025-10-04,CUST263,Consumer,Central,Electronics,Tablet,5,40782.91,0.2,163131.64,14480.14,167.05,Net Banking
ORD1132,2024-01-05,CUST212,Consumer,South,Electronics,Smartwatch,6,20294.15,0.15,103500.16,33356.41,339.77,Debit Card
ORD1133,2024-08-05,CUST286,Consumer,West,Furniture,Sofa,1,17541.08,0.25,13155.81,-184.43,447.61,UPI
ORD1134,2025-05-17,CUST394,Corporate,West,Groceries,Spices Combo,4,1320.08,0.2,4224.26,1236.69,143.07,Net Banking
ORD1135,2025-02-01,CUST331,Home Office,East,Electronics,Headphones,7,15774.19,0.2,88335.46,25640.17,466.63,UPI
ORD1136,2025-01-27,CUST326,Consumer,East,Electronics,Smartwatch,3,58777.33,0.1,158698.79,45564.58,305.18,UPI
ORD1137,2024-07-25,CUST197,Corporate,Central,Groceries,Snack Pack,6,640.92,0.05,3653.24,503.87,404.48,Cash on Delivery
ORD1138,2024-01-15,CUST154,Corporate,North,Furniture,Table Lamp,7,7780.58,0.0,54464.06,14028.96,210.66,Credit Card
ORD1139,2025-07-07,CUST210,Consumer,West,Electronics,Smartphone,1,26447.65,0.1,23802.88,3146.22,121.85,UPI
ORD1140,2025-04-05,CUST251,Consumer,North,Groceries,Cooking Oil,1,232.16,0.25,174.12,36.57,457.39,Net Banking
ORD1141,2025-11-21,CUST345,Consumer,South,Electronics,Headphones,5,9290.94,0.1,41809.23,4634.43,467.91,UPI
ORD1142,2025-07-28,CUST168,Consumer,South,Clothing,Jacket,5,1626.19,0.2,6504.76,2012.87,258.84,Credit Card
ORD1143,2024-08-28,CUST388,Consumer,Central,Stationery,Backpack,6,926.81,0.15,4726.73,1312.82,23.12,UPI
ORD1144,2025-07-17,CUST349,Consumer,Central,Clothing,Jeans,7,3181.0,0.0,22267.0,5904.59,72.7,UPI
ORD1145,2024-04-05,CUST135,Consumer,North,Electronics,Headphones,7,40559.44,0.0,283916.08,95800.69,295.05,Cash on Delivery
ORD1146,2025-04-29,CUST338,Corporate,North,Furniture,Desk,1,3972.66,0.0,3972.66,614.74,31.41,Credit Card
ORD1147,2025-02-10,CUST247,Corporate,West,Stationery,Printer Paper,6,822.82,0.0,4936.92,2176.68,210.52,Cash on Delivery
ORD1148,2024-08-18,CUST326,Home Office,South,Clothing,T-Shirt,1,2333.37,0.1,2100.03,117.65,165.62,Credit Card
ORD1149,2025-10-16,CUST343,Consumer,North,Groceries,Rice 5kg,5,1228.07,0.25,4605.26,79.28,362.89,Credit Card
ORD1150,2024-06-19,CUST300,Corporate,West,Furniture,Sofa,4,20893.34,0.15,71037.36,11064.11,46.68,Credit Card
ORD1151,2025-06-24,CUST253,Home Office,East,Clothing,T-Shirt,2,3078.25,0.05,5848.67,2352.68,254.59,Cash on Delivery
ORD1152,2024-02-05,CUST172,Corporate,Central,Groceries,Beverage Crate,2,679.78,0.0,1359.56,500.32,297.97,Credit Card
ORD1153,2025-06-08,CUST300,Consumer,South,Electronics,Smartwatch,1,42476.13,0.0,42476.13,7331.43,316.3,Net Banking
ORD1154,2024-06-08,CUST395,Corporate,South,Groceries,Spices Combo,7,475.55,0.05,3162.41,977.77,214.48,UPI
ORD1155,2025-11-29,CUST116,Consumer,East,Clothing,Jacket,5,3497.88,0.0,17489.4,4398.65,166.1,Debit Card
ORD1156,2024-08-30,CUST228,Consumer,West,Clothing,Jacket,3,861.07,0.0,2583.21,387.87,347.6,Cash on Delivery
ORD1157,2024-03-26,CUST316,Consumer,East,Electronics,Laptop,3,2586.64,0.05,7371.92,2491.54,426.83,Net Banking
ORD1158,2025-07-31,CUST160,Corporate,East,Groceries,Spices Combo,2,308.33,0.0,616.66,170.92,352.94,Cash on Delivery
ORD1159,2025-11-12,CUST203,Consumer,South,Groceries,Beverage Crate,4,1186.22,0.2,3795.9,194.86,467.41,UPI
ORD1160,2025-07-10,CUST141,Home Office,Central,Electronics,Smartwatch,2,27913.45,0.0,55826.9,22364.92,364.29,Cash on Delivery
ORD1161,2025-07-27,CUST124,Corporate,South,Groceries,Rice 5kg,1,726.5,0.0,726.5,294.52,387.02,Credit Card
ORD1162,2025-10-07,CUST138,Consumer,North,Electronics,Tablet,4,57391.33,0.0,229565.32,71878.65,100.59,Credit Card
ORD1163,2024-01-28,CUST390,Home Office,West,Furniture,Office Chair,3,23111.42,0.0,69334.26,23175.41,221.38,UPI
ORD1164,2025-09-11,CUST230,Consumer,North,Clothing,Cap,7,1295.82,0.1,8163.67,1231.22,252.83,UPI
ORD1165,2025-07-09,CUST328,Home Office,North,Furniture,Office Chair,5,6412.87,0.1,28857.92,10553.9,143.02,UPI
ORD1166,2024-12-05,CUST207,Consumer,Central,Stationery,Pen Set,5,1025.75,0.05,4872.31,555.7,273.7,UPI
ORD1167,2024-11-26,CUST271,Consumer,East,Stationery,Printer Paper,1,1091.92,0.1,982.73,377.5,159.58,UPI
ORD1168,2025-10-01,CUST201,Corporate,West,Stationery,Printer Paper,2,672.84,0.05,1278.4,295.52,350.0,UPI
ORD1169,2025-05-20,CUST111,Corporate,South,Electronics,Smartwatch,1,38506.58,0.1,34655.92,6977.78,245.74,Credit Card
ORD1170,2024-12-13,CUST374,Corporate,West,Groceries,Cooking Oil,5,459.68,0.0,2298.4,941.39,240.23,Debit Card
ORD1171,2025-04-17,CUST200,Home Office,North,Furniture,Desk,3,20318.86,0.05,57908.75,21622.83,492.15,Debit Card
ORD1172,2024-08-18,CUST143,Corporate,South,Furniture,Sofa,5,16354.88,0.15,69508.24,5086.1,208.37,Debit Card
ORD1173,2024-07-08,CUST116,Corporate,Central,Furniture,Bookshelf,4,13332.57,0.15,45330.74,1798.9,193.9,UPI
ORD1174,2024-08-12,CUST156,Home Office,West,Furniture,Desk,7,2912.55,0.1,18349.07,5404.72,172.93,UPI
ORD1175,2025-01-19,CUST111,Corporate,East,Stationery,Notebook Pack,7,1103.33,0.0,7723.31,2460.73,449.48,Debit Card
ORD1176,2025-01-11,CUST179,Consumer,South,Furniture,Table Lamp,6,15963.11,0.0,95778.66,32900.11,258.43,Cash on Delivery
ORD1177,2024-10-09,CUST315,Home Office,Central,Groceries,Cooking Oil,5,369.77,0.25,1386.64,329.53,308.01,Net Banking
ORD1178,2025-09-24,CUST363,Consumer,East,Stationery,Backpack,5,747.34,0.0,3736.7,926.85,106.79,UPI
ORD1179,2025-09-19,CUST248,Corporate,West,Furniture,Bookshelf,7,17420.39,0.0,121942.73,24686.34,279.65,UPI
ORD1180,2024-09-15,CUST180,Home Office,West,Electronics,Smartwatch,6,32494.68,0.0,194968.08,69903.11,151.83,Net Banking
ORD1181,2024-12-24,CUST314,Corporate,North,Clothing,Jeans,4,2597.93,0.0,10391.72,1589.39,370.71,Credit Card
ORD1182,2025-12-10,CUST297,Corporate,North,Clothing,Sneakers,2,2160.65,0.0,4321.3,1846.25,419.61,UPI
ORD1183,2025-03-31,CUST299,Corporate,West,Clothing,Jacket,5,3332.86,0.05,15831.08,3357.23,363.11,Cash on Delivery
ORD1184,2025-02-14,CUST124,Consumer,North,Stationery,Notebook Pack,7,111.75,0.05,743.14,207.71,370.52,Net Banking
ORD1185,2025-10-10,CUST188,Home Office,South,Furniture,Desk,1,3996.77,0.2,3197.42,463.71,265.99,UPI
ORD1186,2024-11-13,CUST367,Consumer,Central,Stationery,Notebook Pack,5,249.72,0.0,1248.6,390.45,361.82,UPI
ORD1187,2025-11-07,CUST242,Consumer,East,Groceries,Snack Pack,1,1066.24,0.0,1066.24,397.06,222.89,Debit Card
ORD1188,2024-08-12,CUST158,Consumer,West,Electronics,Laptop,4,39444.56,0.1,142000.42,21352.31,332.71,UPI
ORD1189,2024-08-21,CUST125,Consumer,East,Electronics,Smartphone,5,53739.41,0.1,241827.35,35878.33,144.34,Net Banking
ORD1190,2025-11-14,CUST146,Consumer,East,Clothing,Cap,7,2645.21,0.05,17590.65,5837.89,53.48,Net Banking
ORD1191,2025-10-25,CUST387,Corporate,North,Clothing,Sneakers,4,1926.74,0.15,6550.92,380.79,218.47,Net Banking
ORD1192,2025-01-08,CUST365,Consumer,South,Clothing,Sneakers,4,3473.86,,13895.44,4932.14,241.65,Net Banking
ORD1193,2025-11-02,CUST115,Consumer,South,Furniture,Sofa,2,7753.54,0.15,13181.02,1278.9,143.08,UPI
ORD1194,2025-08-30,CUST298,Consumer,South,Groceries,Rice 5kg,5,1266.47,0.05,6015.73,2303.07,369.3,UPI
ORD1195,2025-04-16,CUST381,Consumer,West,Groceries,Beverage Crate,1,697.51,0.0,697.51,278.58,55.3,UPI
ORD1196,2024-08-20,CUST185,Corporate,South,Groceries,Beverage Crate,1,1008.23,0.2,806.58,156.54,126.92,Credit Card
ORD1197,2025-11-22,CUST349,Consumer,East,Groceries,Cooking Oil,5,1118.18,0.1,5031.81,960.73,379.31,Credit Card
ORD1198,2024-04-22,CUST369,Consumer,South,Clothing,Jacket,6,2328.01,0.0,13968.06,3580.66,229.82,Credit Card
ORD1199,2025-05-11,CUST216,Consumer,North,Electronics,Smartwatch,2,10149.42,0.0,20298.84,6720.81,358.54,Cash on Delivery
ORD1200,2025-03-17,CUST106,Consumer,East,Clothing,Cap,2,1717.44,0.0,3434.88,1465.49,292.39,Credit Card
ORD1201,2025-07-17,CUST236,Consumer,North,Groceries,Beverage Crate,2,886.01,0.1,1594.82,421.58,476.34,Credit Card
ORD1202,2024-09-24,CUST275,Consumer,North,Clothing,T-Shirt,1,3016.94,0.0,3016.94,734.23,306.94,Credit Card
ORD1203,2025-05-24,CUST314,Corporate,North,Groceries,Rice 5kg,4,721.1,0.0,2884.4,717.35,27.14,Net Banking
ORD1204,2025-01-20,CUST181,Corporate,South,Stationery,Notebook Pack,7,1106.56,0.0,7745.92,3113.4,189.38,Credit Card
ORD1205,2025-01-21,CUST322,Consumer,West,Electronics,Smartwatch,6,27541.7,0.1,148725.18,57451.68,88.67,UPI
ORD1206,2024-04-22,CUST202,Home Office,South,Stationery,Pen Set,2,681.1,0.15,1157.87,100.95,463.82,Credit Card
ORD1207,2025-09-04,CUST372,Consumer,South,Furniture,Table Lamp,1,20212.71,0.15,17180.8,5418.81,69.93,Cash on Delivery
ORD1208,2025-09-16,CUST113,Consumer,West,Clothing,Sneakers,1,2165.82,0.0,2165.82,921.11,206.1,Debit Card
